,N,P,K,pH,EC,OC,S,Zn,Fe,Cu,Mn,B
406,483,97.78,348,7.74,0.43,9.401920121746498,29.7,1.82,4.32,0.4243006497216448,26.032282400941423,1.3509089000803765
407,237,21.03,391,8.18,0.64,0.3590198703791308,32.77,0.44,7.5,0.5331532081933583,5.0733923717488985,1.732275209895373
408,187,18.98,605,8.11,1.05,21.7386292364204,28.15,0.28,8.9,0.7501786047571188,0.881374642795662,1.2422509695700157
409,296,56.94,542,7.7,2.6,2.281751575188592,29.32,0.58,5.9,0.8253323177270732,13.980807541361589,0.1348143604480033
410,269,54.89,358,7.68,1.08,7.731595938410915,27.11,0.26,3.9,2.5823050494745337,7.445712618077234,2.2224641471426283
411,100,40.01,441,8.1,1.66,22.80648101251424,27.9,1.32,6.83,1.7343827696677985,1.6425879924366888,0.0890164997349636
412,108,62.58,448,8.22,0.71,22.81951081180759,17.06,0.76,4.54,1.6235353703268938,22.49284108072326,2.162816108481856
413,231,25.65,284,7.38,1.52,13.805165526146537,28.58,0.96,4.42,0.4262727945768072,3.5571077686793746,2.5255204028552187
414,204,28.73,486,7.55,0.81,15.2009093708582,33.1,1.1,6.05,2.6102093015138443,18.900989355240068,1.2546381821177954
415,220,91.82,563,8.13,0.58,10.81784797528184,30.86,0.32,3.4,2.207845908400857,8.791626782655205,1.538097225749923
416,223,62.07,738,7.61,0.71,7.1077374435837415,32.39,0.32,3.64,0.2882683003670047,5.469292995466631,1.3764741636247244
417,270,18.46,335,8.43,1.05,7.95508263434099,26.63,1.13,6.51,2.1639568348832223,11.840524542977716,1.134215787400691
418,212,76.43,449,7.2,0.95,16.17319110024122,12.92,0.24,4.14,1.682566976813953,24.86666002752704,2.5092917176221943
419,191,23.6,352,7.93,0.55,18.081751253560554,18.86,0.24,4.18,0.3294552630380603,12.221770590582253,2.5272564894491736
420,293,22.06,195,7.66,0.97,19.018739145047785,21.62,0.32,3.54,1.4328208796789637,23.30127446412951,0.9868531664106353
421,270,54.89,433,7.61,0.39,18.97187361278984,32.22,0.78,5.94,1.5101601212910378,3.9862717081257646,1.7575925210805663
422,191,22.06,337,8.06,0.84,2.2798258628637,31.43,0.48,7.97,0.5757194026783979,23.98090915345429,2.6182648715225847
423,220,17.44,196,8.39,0.7,11.916645282391697,29.34,0.34,6.27,2.8608955707108272,7.428870406366377,2.71528145707813
424,292,28.73,408,7.84,0.82,1.4756543643977984,22.01,0.44,7.26,2.5804278384383394,21.03467378226728,1.464726951564851
425,353,84.64,798,7.57,2.29,13.233740287537278,30.84,0.61,9.72,2.0502354483742877,17.586992229038376,1.3097964625847418
426,199,33.86,345,7.77,0.6,10.65257898282371,22.34,0.44,9.27,1.4445259937317794,28.811280314669023,0.829196311962731
427,226,21.54,466,8.52,0.74,21.316129967923363,31.4,0.36,8.54,1.29647303684261,12.07439258025745,2.7064863700055315
428,314,22.06,462,7.63,0.48,8.48686879999468,12.95,0.95,7.59,1.997352258752296,2.153842683095865,0.4541674803451139
429,227,20.52,473,8.13,0.38,2.8979016926197803,11.24,0.31,11.91,1.6881153773622333,0.7017129486782022,1.660329629891721
430,184,19.49,613,8.32,0.4,3.517501201062777,17.37,0.74,10.23,0.2724602002339248,25.651660948448345,0.8398387383514432
431,182,24.11,645,7.64,1.04,18.300104098047587,31.68,0.84,5.12,1.591632760897072,16.31908384736164,0.8300628813599187
432,200,29.75,297,7.59,1.29,14.875411713258638,31.52,1.32,8.32,2.45276259849222,24.05728876118158,1.17771330115828
433,267,67.71,508,7.69,0.98,2.5168319593346866,18.86,0.58,3.78,1.4355728413590874,7.35140678435569,2.8166685028512064
434,265,65.66,257,7.22,7.78,2.1101526661484384,20.46,2.12,5.28,0.2422327722340064,10.769636898903787,0.2117070068779089
435,268,35.39,410,7.91,0.83,16.85316224187297,23.64,0.4,3.92,2.393795124195217,1.039908612607642,1.656775418241747
436,83,70.02,341,7.89,1.43,1.8390358521042252,25.21,0.68,7.32,0.679995881658405,29.810497906094323,0.287899156177365
437,226,12.82,348,8.11,0.83,19.742455417039515,22.57,0.8,6.29,0.8477590462219536,20.740439637988125,0.4864774907738323
438,179,32.32,248,7.54,0.19,16.97918922904026,15.13,0.84,11.11,0.572589615556627,28.93670516088497,1.2731937192932004
439,199,41.55,473,7.87,0.61,2.044235857341404,28.22,0.46,10.92,1.0575301400734878,8.311184025484044,1.468869962516178
440,274,47.19,144,7.63,0.57,2.127621366636087,13.15,0.44,6.39,2.3072819116677006,18.998110950760665,0.7742670470860862
441,280,30.78,416,7.92,0.55,23.680685926178093,29.63,0.28,3.48,1.6118005683465366,21.06886402055958,0.9334216812133886
442,207,20.01,241,7.82,0.79,9.045072018571275,10.3,0.61,12.9,0.6903021332615877,9.919110240956906,0.3000289759063752
443,293,61.56,419,7.68,0.93,8.958347314898692,23.27,0.8,5.08,2.66204212898548,26.30809426963281,0.8968866034101313
444,293,27.19,762,7.73,0.29,19.52590965745431,31.33,1.92,4.0,2.6671748350079807,29.36781758898865,2.727701292690301
445,417,23.08,504,7.2,1.3,22.739240999474223,25.03,0.8,8.84,2.6407947853848004,27.44317458562957,2.667392373416049
446,278,54.37,249,7.43,4.06,23.66542542536661,25.1,0.8,10.26,0.7896728993479101,22.93977888676722,0.9842640807780784
447,248,31.29,165,7.56,0.71,18.105738627688705,28.4,0.72,6.92,1.4121312784502953,8.68088395670383,1.6355568641293818
448,379,54.37,343,7.28,1.43,9.092604094188886,36.32,0.66,9.26,2.976019692492764,8.809119540642964,2.570483279466206
449,248,73.35,566,7.79,1.75,2.0956671290981834,40.28,0.45,7.92,2.351996555588272,29.86820029857811,0.0770673504888748
450,204,32.83,157,7.9,0.48,18.67381129066574,26.1,0.56,7.71,0.1696005441908902,0.4276880794535267,2.2974866541317533
451,251,83.1,488,7.21,1.96,13.44586156868574,26.8,0.41,5.13,0.2810494523932417,22.228783673449843,2.6774999656974163
452,287,80.53,712,7.59,0.68,10.238906021002732,10.92,0.27,3.39,1.4493189340601351,21.92594396133205,0.3120590267606175
453,193,11.8,320,8.27,0.45,21.76186980376419,19.54,0.42,8.08,2.7540152031743714,19.34487991993924,0.505595613450862
454,325,53.86,326,7.34,1.71,2.757619827117017,32.08,0.36,7.16,1.6683962680014528,30.69446225562328,2.711659795648941
455,249,44.11,152,8.61,0.69,11.873739992551531,11.45,0.6,9.39,1.5485906485404706,9.743955770741472,1.5436107964473558
456,254,90.79,289,8.35,1.17,0.3713521099413157,29.04,0.56,9.36,0.3990379408729276,10.611730872573435,0.0991827111419574
457,207,15.39,496,7.8,0.97,11.300989343659618,28.78,0.32,5.2,2.0143657068421814,2.548438157019101,0.7710643165873403
458,285,76.94,382,7.36,0.54,1.4456482887959128,29.87,1.82,5.24,2.498762260558661,13.78803443783605,1.3018445409820525
459,268,57.96,347,7.64,1.28,2.9397481988069187,16.67,0.44,6.77,1.204630621997158,8.173788975394457,1.9724285944283588
460,171,33.86,311,7.95,0.38,2.9088772979728064,20.61,0.74,4.68,2.362542723211209,10.71721523026743,2.0835226436575667
461,271,29.24,246,7.61,1.15,15.616126220573918,22.37,0.28,5.8,2.915916595929378,25.88992260099634,2.807363375674259
462,325,12.31,159,7.94,0.43,17.930472614443616,25.48,0.4,5.77,0.687035725244129,29.00711662286434,0.8535309102991748
463,151,13.34,319,7.8,9.96,14.042513485822116,19.83,0.26,4.5,1.623355819400592,5.847294594240185,1.5454874811569916
464,213,15.39,241,8.15,0.61,23.09592390854155,28.15,0.24,7.33,0.9313142171878064,11.61680089568656,1.5319729920925098
465,174,62.58,293,7.93,0.17,9.059406850616526,23.88,0.54,3.2,2.413063447769149,28.79539806374452,1.1795809160743755
466,270,72.33,292,8.06,0.45,6.928518862136471,28.83,0.66,3.64,1.7823485620317916,2.019263350690087,0.5268868270050797
467,166,49.76,344,7.7,1.72,20.859519163728105,31.58,0.94,4.72,1.9493264834223905,2.9630167133604823,2.757780114387405
468,369,40.01,935,7.69,0.61,5.443940540614918,24.65,0.78,4.86,2.427888487674569,5.138613656580426,2.415155435199777
469,204,48.22,547,8.43,0.49,23.12101869263061,34.68,0.54,6.64,1.250193484900993,18.49612444617916,1.4353991580920946
470,191,31.29,394,7.93,1.04,0.3904919450866105,25.06,0.61,5.92,2.771213900432637,4.758088451375262,1.724957366607922
471,238,67.71,419,7.85,0.77,23.280103958312573,16.85,0.45,7.06,1.6517745810311903,30.01387942301316,0.687240507824668
472,160,29.24,411,7.58,8.09,1.1315218956187691,16.35,0.24,9.32,0.5528076309075697,13.909011747015692,1.5608523142812214
473,171,57.96,509,7.71,0.83,21.3983204173839,19.72,0.61,8.85,2.1289844162345912,15.60188979521664,1.978117567415273
474,198,84.64,613,8.34,2.13,12.712056507162565,28.35,0.55,9.3,2.414255756784085,7.729284642229007,1.481860998346985
475,370,61.56,353,8.1,0.95,23.83185862725128,33.26,0.43,10.35,1.0181117138078533,14.657962197708915,2.793187070814437
476,227,46.17,719,7.88,1.28,1.8637378971760328,29.83,0.41,4.38,2.601535223006346,20.55651211215729,1.7473029712437242
477,348,87.72,253,7.2,0.71,13.337117397191566,14.97,0.38,3.12,2.744999736463696,23.31386176051038,1.0838874467543866
478,285,72.92,677,7.18,0.33,23.266330601296467,25.23,0.4,10.92,0.9013301480169802,23.39698507490921,2.191139596219713
479,262,16.93,306,7.31,2.91,12.602038475666555,14.93,0.42,6.77,2.971717915055601,17.96105647112039,0.530476531965332
480,317,82.07,931,7.72,0.69,15.142627451432771,25.38,0.9,5.12,0.5022847771828621,28.04567344956025,1.1212636458292955
481,368,35.91,399,7.8,1.21,16.72839366673235,16.32,1.26,6.63,0.6819059084192957,25.35972840328572,1.0176067030421367
482,287,40.01,386,7.56,0.76,10.963531447949778,23.86,0.44,7.2,0.6297787789674165,23.49521626304054,1.2517875824974651
483,268,15.39,298,7.71,0.31,15.098638114009114,19.47,0.66,6.36,2.70938985032306,1.8276545647094289,2.2177123195632844
484,270,34.88,368,7.45,1.3,14.065112054962094,33.89,0.58,6.83,2.007077178312138,0.3224602529649673,1.3963175687710043
485,263,27.19,387,7.57,0.52,21.63767645073464,30.06,1.55,8.1,0.5356655498412596,6.67249639256816,2.251479882734057
486,395,14.36,603,7.61,0.61,1.1861684901608431,30.2,0.76,5.1,1.3801476158192627,20.60624381598654,1.6511093726660298
487,262,20.52,798,7.51,1.3,6.815020231254304,36.3,0.52,5.76,1.89282321345452,12.81189043158184,1.0041116396548526
488,251,82.59,258,7.55,0.95,22.814834469429755,16.68,0.44,6.3,0.334549769018893,12.54032934975574,2.295541332566384
489,387,19.49,281,7.54,0.67,21.3773044349929,11.27,1.12,6.4,2.6754799594335026,27.43488897741277,0.7176794907265327
490,376,78.48,521,7.78,1.12,10.990196391578538,12.47,0.68,6.2,2.444558358843698,27.7739363787925,0.6792970242474354
491,227,24.11,601,7.42,1.35,14.921169087456729,13.96,0.42,7.46,1.5702558465795502,28.194423906615263,1.4524280703913466
492,223,56.43,398,7.53,1.7,6.72941027324907,20.31,0.78,6.28,2.923680982709369,9.805693783549192,0.7799439188553654
493,279,86.18,649,7.55,0.36,4.596095717397895,17.41,0.56,7.3,1.3140396692760423,21.4567140555158,0.085080216465357
494,337,76.94,371,7.54,0.25,11.182391878065571,26.7,0.66,5.48,2.973443234776939,8.500748969565278,1.849301175344692
495,241,75.41,419,7.27,0.21,8.54511824982266,16.3,0.65,7.33,2.0470055964946274,5.9979377436697545,1.4706189472638185
496,348,69.25,626,7.61,0.63,14.04938107323584,16.6,0.54,6.27,1.9495868306340487,5.813296607460235,1.289629168001125
497,336,48.22,730,7.61,0.6,1.9578578234631376,32.44,0.78,7.13,0.5762478432166501,10.67770440847642,2.72883310034655
498,368,17.95,383,7.64,0.77,23.38803590322138,28.3,0.84,7.06,2.6740483318326067,13.391390874998692,1.6365097477376418
499,323,24.62,470,7.55,1.1,23.67043679306251,11.52,0.74,7.64,1.3425447856074024,25.778019893891063,2.443071154698701
500,332,22.06,562,7.62,0.37,16.78606496507191,20.77,0.66,8.08,0.5653438789426646,3.813435877372077,0.444882651926242
501,249,65.66,433,7.68,0.93,12.912703155624476,15.16,1.08,8.7,0.1269400335289739,22.81185942602828,1.6310098382372205
502,241,48.22,413,7.79,0.67,7.497710029243232,32.04,0.77,6.42,1.7300841530604611,16.526642299307643,2.455623769777292
503,345,50.27,468,7.51,0.74,19.549700970996074,21.73,0.74,6.78,1.6352808928194418,9.004631635261408,1.6693718900925183
504,270,46.68,492,7.39,1.45,16.465075024037716,13.37,0.4,7.62,2.1977061135416345,15.333196966218951,2.041719131630524
505,249,21.03,444,7.51,0.9,3.9865448503429017,23.45,0.74,5.02,2.69845609534216,9.37521053541223,1.0868402471616925
506,241,25.65,732,7.4,1.51,21.87115970940284,10.73,0.84,9.18,0.3226612930040765,18.522971597311276,0.3151606670223038
507,350,68.22,448,7.44,1.14,19.75864010586374,22.92,0.84,9.44,2.233284716697262,13.511438776998492,1.323804814550717
508,304,52.32,817,7.45,0.74,22.800217927676982,17.06,1.0,3.96,0.6391169962059159,5.188486793246565,1.1487631187152467
509,299,22.57,539,7.76,0.57,17.444696250481805,26.43,0.76,6.16,2.6044587657504903,3.711251173025472,2.4530861033658944
510,240,63.09,688,7.97,0.4,14.760623182865375,11.53,0.66,8.14,2.4898560956146523,16.9974296192081,0.7334270344928233
511,293,14.88,155,7.9,0.21,10.09600856734579,13.43,0.74,6.84,1.6745257021076452,27.985538598207736,2.728186467996898
512,346,17.44,273,7.75,0.2,22.39221075216092,16.29,1.02,8.68,2.1710113999663028,10.734852937766906,2.7044612106604093
513,153,24.11,473,7.07,0.33,20.79892695905976,24.24,0.88,5.32,1.0110458316283828,22.75237331210683,0.7434633348771709
514,223,76.94,192,7.99,0.41,1.1807262155379268,17.51,0.38,3.6,1.470521943873147,20.4560492540894,1.0206233971174044
515,307,58.99,335,7.3,0.89,0.7301706904843228,17.29,0.38,6.24,2.4973961102916817,28.885731303019867,2.5317338448119227
516,284,67.71,534,7.53,0.68,9.097474468385384,22.84,0.34,3.7,1.4356470277175168,25.47010362437046,2.7278773296732566
517,235,34.88,304,8.49,0.58,19.47222460568581,36.32,0.58,9.41,1.1383489174035446,17.61243644758975,1.2838919238274815
518,343,46.17,450,7.56,1.91,23.695899490627173,25.84,1.2,6.16,1.5380424704433788,20.40567209045157,0.9459518459688778
519,303,14.88,624,7.1,0.91,3.694963697374324,16.27,0.78,4.32,2.51677030964105,27.86115795278084,1.512019476574256
520,426,46.68,336,7.32,0.61,14.299724096916028,22.39,1.36,6.43,1.0721595787966571,12.451135255890415,1.958243009569428
521,323,60.53,250,7.88,0.55,9.203291473481412,23.08,0.8,5.18,0.5991214678877294,10.204688463946743,0.8147896624349442
522,72,80.02,488,7.72,0.59,23.280954107769016,12.66,0.92,9.28,2.1762010795691875,0.4439543734912149,2.092665961948641
523,293,37.45,860,7.43,3.8,20.22664226294344,16.7,0.4,6.56,2.51011616323468,25.64216268177433,0.2025743056364092
524,281,14.36,571,8.02,0.37,20.136056042596195,30.9,1.22,10.12,0.3848678120739527,24.852293835459943,0.1960528000297893
525,337,74.89,754,8.07,0.73,11.30176651909979,32.04,0.78,5.76,0.792831150374918,3.3366000641136764,1.1261540662017049
526,345,26.67,313,7.48,2.5,10.014186105870197,12.66,0.88,6.6,0.5059779299997121,17.92912450318911,1.0355860100875889
527,268,43.6,552,7.81,0.79,6.634429019143878,14.16,0.7,9.12,1.1094683359357485,14.442394656375152,0.9311476744133402
528,337,33.86,423,7.57,0.74,1.447374369957158,25.53,0.76,10.8,1.4095283681928592,3.776923960276453,1.4152145449661917
529,257,41.04,460,7.64,1.09,20.76686479249577,29.82,0.6,7.42,2.284061167302488,30.39975253390575,0.9452246871799366
530,240,24.62,462,7.71,0.38,19.528334118208853,21.83,0.92,5.24,1.9978624237033051,6.74195596374305,0.5906318549719336
531,497,58.99,316,7.7,0.63,23.993252391538523,10.73,0.42,7.24,1.9093207027118035,2.186863822997433,0.9141359554845384
532,352,75.41,559,7.66,0.47,23.91962040606634,25.95,0.68,9.02,1.1224585935662876,18.484835552813987,2.7507357929562484
533,257,51.3,148,7.85,1.06,13.374817763902795,32.03,0.44,4.92,2.5554413305383465,22.93359165663938,1.194673030905782
534,293,26.67,607,7.73,0.81,18.478799222814203,25.94,0.38,3.9,1.4708714004766223,1.1121780483976054,1.2874072641290066
535,230,38.47,332,7.64,0.59,22.67990094419003,12.8,0.5,9.27,2.958777468384403,20.457787860277715,1.6512641722651464
536,164,53.86,645,7.51,0.78,20.40657263719013,14.6,0.6,7.26,1.9480364652065087,16.552496048140426,2.774020520823265
537,251,54.37,430,7.12,1.06,6.011619631662423,25.15,0.48,8.08,0.459955692783993,3.2998561241502453,0.7268195229627059
538,370,76.43,683,6.9,2.58,10.868004833911234,26.63,0.46,3.84,2.071200256881021,5.439262558873125,1.9403386250695167
539,241,87.72,741,7.61,0.99,3.18691002212073,27.93,0.94,5.18,1.042554765214878,17.654726044093728,2.0361177541751583
540,339,81.05,367,7.62,0.38,22.901819551483463,18.53,0.74,3.76,2.1009386862902653,9.264486681425478,1.736215390348862
541,270,53.86,368,7.84,0.31,14.587573763376032,19.26,1.46,7.97,0.2940485641158488,29.094572858039157,0.3044762173971376
542,251,75.41,407,7.21,0.26,5.564563051532758,10.4,0.54,3.94,0.602402610925561,25.40088568876233,1.928167481284111
543,348,68.22,425,7.74,3.32,16.153646357299976,16.27,0.56,6.92,2.597310168593954,30.49239100920705,0.2369014024598443
544,307,38.98,309,7.51,2.54,14.87326494694371,34.83,0.74,6.04,0.7556361020788986,8.131232215178288,1.7053537127577154
545,207,48.73,544,7.5,0.83,8.660088960984886,18.48,0.36,3.44,2.5425304969618145,30.06476301712951,2.101244049132009
546,612,82.59,793,7.45,0.9,2.8140264535711337,20.67,0.32,4.02,0.9082789391714226,13.430814237861222,0.6422768981110631
547,232,31.29,226,7.73,0.49,16.150599374667912,28.15,0.34,4.14,1.9736439964720136,10.84485558724188,2.382876740818056
548,367,71.81,327,7.53,0.52,12.53535405160066,30.61,0.22,3.78,2.123861180383805,1.665296888083322,0.1437765032710917
549,326,53.35,411,7.72,0.28,18.55840956248178,18.84,0.58,3.48,1.5920784267150052,1.739918815283125,2.3889235036969247
550,336,66.68,449,7.11,0.26,12.53190767657664,22.56,0.86,4.3,0.9845602827214228,21.486227696192163,1.3305081797740317
551,304,64.12,257,7.5,0.45,20.46713785761311,14.11,0.34,3.54,0.7130480227673116,14.25542663806712,0.6605427142113387
552,327,17.44,312,7.67,0.43,13.290573446710203,28.45,0.7,7.04,0.1872448088679088,7.107253028255306,0.4292276801833516
553,278,22.06,425,7.92,0.31,13.50641751969573,24.85,0.78,8.2,0.9805629556353208,19.07554276238644,2.691127782527348
554,373,16.41,396,7.44,0.92,21.052021103534447,32.72,0.51,8.12,2.0037669762566592,7.920787272745935,0.2605570217239925
555,296,12.82,771,7.82,0.83,9.743240502476288,29.12,0.64,9.78,2.839233118054054,17.953044891699214,0.6094978390231547
556,268,17.95,587,8.06,0.67,3.3029639599703136,23.12,0.98,9.82,2.6426291330307423,11.205958194295304,1.0199896789152068
557,342,30.26,394,7.71,0.72,0.7879059638888014,13.08,0.74,7.8,2.334569795248437,25.54952828003909,1.7718481831326924
558,241,28.21,399,7.89,0.68,18.14778041059949,30.44,0.76,9.12,2.400150715732165,25.46130440608581,1.5636509953620314
559,334,33.86,602,7.46,1.55,14.925398277347805,10.4,0.26,5.52,2.038405767184666,14.855353798000976,0.4067760390579866
560,365,21.54,246,7.66,0.34,16.927506457571443,26.73,0.32,7.32,0.8526404926683888,10.946802287358633,0.8596492351174723
561,226,23.6,325,7.91,0.49,5.189843460062966,21.95,0.68,9.2,2.748081439968081,11.30947211571043,0.7189548881974264
562,235,21.03,422,7.59,0.62,3.359278266523797,22.11,0.48,7.02,2.0552456738840936,24.99852169789125,0.6493782783933422
563,256,44.11,430,7.39,0.83,0.4476175094623781,27.08,0.76,5.4,1.7320910487726893,10.247464223618234,1.1947583686847645
564,331,62.88,586,7.07,0.6,8.479042655477667,31.81,1.06,8.18,0.4151991447954996,6.567844053804474,2.003126809152973
565,318,21.54,250,7.94,0.82,14.19903271582573,29.6,0.32,5.7,1.3998727433528266,2.726022880528228,0.6601700929195711
566,279,16.93,256,7.67,0.7,9.4746326778836,33.28,0.66,7.12,1.4388497346216442,14.526150504119377,1.072033707980229
