pH,EC,N,Zn,K,S,Fe,P,OC,Cu,Mn,B
7.2,1.15,372,0.52,958,27.41,7.08,28.21,12.817512297841043,1.3891034421310202,13.345064649889292,1.3250832032166049
7.67,0.51,323,0.32,355,29.47,5.32,43.09,2.661411071020648,1.8687724656459495,22.705925774292567,1.5192322028799852
7.47,0.9,317,0.48,472,31.71,8.56,26.16,10.793155567080564,1.939731130559527,25.57792517880452,0.1548801290507616
7.92,0.45,630,0.52,384,33.08,8.48,15.39,12.829552668275053,1.823672685557534,4.633415966460991,1.8235379406462653
7.07,0.65,350,0.46,559,10.03,3.9,61.04,5.895045036870038,2.148716955140563,25.839198914087902,0.28479430757959934
7.38,1.91,274,0.45,675,28.03,6.42,26.67,6.534913219690204,0.7856800623381824,16.79975986700259,1.2606402803790164
8.03,0.25,205,0.44,531,31.78,5.42,31.29,9.11709149820048,1.5912258682091667,26.20172993179703,0.8677280695620455
7.21,1.13,492,0.74,953,32.69,5.04,60.53,0.5797016268876601,0.3953786722284587,13.432909708873941,1.565381142584328
7.21,0.64,325,0.38,343,27.97,7.35,19.49,7.79769205743796,1.216618189999301,11.818560593481951,0.4282290860440515
7.55,0.77,303,0.76,337,32.01,8.78,14.88,5.1536073672174165,1.518864511060305,28.376226027457,1.9689357894463582
7.49,0.85,296,0.42,449,23.64,6.89,15.39,7.927186717052159,2.0010170804682343,7.868618674570117,2.254231841922578
8.12,0.52,191,0.22,421,24.75,5.34,13.85,2.962314950480104,2.8750559840775765,26.18771872808896,0.5108582812911119
7.68,1.54,260,0.98,721,26.38,7.14,45.65,21.38360200968349,1.8499076249866828,15.061395484815494,0.34790412109119473
7.7,0.45,495,0.42,305,12.85,9.46,53.86,14.286859639941762,2.2687301743973203,15.990408220408412,0.4616227324931112
7.59,0.76,353,0.72,831,24.49,5.86,54.37,16.3305454275533,1.5733595543209442,9.638585215210162,2.4808720708398644
7.43,1.41,315,0.38,462,25.06,6.88,61.04,18.961192602715386,1.9479248119326509,17.811273577121394,1.517802362447543
7.93,0.62,259,0.76,434,27.27,6.28,58.99,12.012768554404468,0.2978313932719562,10.155773852972168,1.3496403489807072
7.93,1.05,301,0.48,513,36.22,9.1,31.8,2.1773948852894263,0.8353673318666117,1.32303220592464,0.3545246207224978
7.82,0.67,245,0.48,520,13.88,7.42,77.97,12.936846349463291,1.1502295630910566,8.512036919087159,1.8527745786492145
7.98,0.41,142,0.56,499,18.58,6.46,46.17,14.12550272069901,1.4744055301690848,0.30704865082958605,2.455678873630448
7.83,1.71,314,0.62,344,20.13,8.18,47.19,17.916003433005486,0.22375082432198434,30.3313793721863,2.3457929993327302
7.63,1.65,267,0.62,267,15.74,5.85,38.47,10.416663154889337,0.5002706058312208,29.941931311332,1.7879109967870115
7.4,0.31,342,0.32,226,23.82,5.72,38.47,3.149169236813974,0.901065921828526,12.316347138919502,0.26776925795861917
7.12,1.87,295,0.64,313,35.89,5.86,79.51,6.882244148589514,2.9365907843400785,22.609375690551666,0.37021579500579577
7.44,3.26,334,0.66,329,23.69,7.14,42.58,8.777666883927377,1.0608467308119387,10.791950379898028,0.19609280442311608
7.49,2.05,337,0.96,652,18.07,6.14,77.97,15.537422067825268,1.502380300268402,20.8400676223858,0.7706426375192152
7.39,1.06,563,0.56,704,28.84,6.56,47.19,13.741601481586994,0.6645662983234913,24.989734029690293,0.43442564936264255
7.91,0.4,437,0.84,280,19.92,9.86,49.76,8.610711748958524,1.8795856082520013,29.355300398543317,0.7777325910967174
7.92,0.53,284,0.7,370,17.67,5.4,89.77,23.677714446152216,0.9124018214618047,12.472557200996368,1.122760233784334
7.69,1.63,379,1.28,853,10.94,8.7,67.2,14.578018182629602,0.6964882548245904,24.30607469351231,2.6626324840363345
7.8,0.33,210,0.52,448,24.32,5.86,58.99,5.769720322490268,1.6035578013467189,8.324529840026148,1.74463792499747
7.51,0.62,216,1.14,360,22.34,10.92,12.82,2.5326010956276495,0.106131991540033,30.7013648641858,2.3645276484849758
7.73,2.67,267,1.02,198,15.33,6.86,24.62,3.7533334265055354,0.11245561566223021,0.9060229058308068,2.020570141966037
8.33,0.54,202,1.3,660,33.86,6.02,70.28,5.978389708389743,0.7318716106684433,18.753004832819627,0.3705086402535036
7.67,0.9,199,0.4,504,12.61,6.78,23.08,3.9402848209033805,0.19759359212740596,20.482139773209493,2.0911403215920985
7.68,0.56,289,0.36,364,12.24,7.4,80.53,4.5589518748262075,0.4065154596029258,21.36372725801984,0.8192729131031833
8.88,0.79,146,0.34,298,19.31,5.16,80.02,6.913774531782945,1.0828617025625422,3.8287723087949597,1.8239376577053894
7.56,3.33,172,0.54,824,24.07,8.02,24.11,4.2436289275446395,2.441576041168852,29.101185011485,1.0010550472546482
7.63,0.68,188,0.38,302,13.98,6.86,34.88,21.532693648571563,1.7661025250720517,5.706751489857059,2.813575446610459
8.03,0.68,172,0.24,488,31.68,7.48,69.25,2.0175865213132487,1.5921164370523002,19.34685262607869,0.7874020834111066
7.49,2.55,135,0.5,907,28.66,5.24,70.79,12.635822210729085,0.9499222519997964,6.988464084112095,0.8304000993369842
7.76,0.68,232,0.46,741,10.94,7.48,78.84,9.90848416505291,2.820038397938152,9.599915121787058,2.628655425352219
7.7,0.43,342,0.64,402,15.44,7.24,20.01,23.57884894411569,1.2532540708249718,16.99010435398176,0.12801855679625057
7.69,0.87,267,0.48,793,27.13,6.28,25.14,2.777729761816451,0.3451818067116105,12.997104699459767,1.9828616065300233
7.32,0.19,252,0.38,363,28.55,10.82,69.76,9.608748817193224,1.898004892225158,5.05936881416428,2.0619008384310233
8.31,0.97,220,1.24,642,27.32,5.92,24.11,23.270343355281316,0.4235464928864421,5.390225470780004,2.368404873652702
7.78,1.13,252,0.6,680,11.19,6.86,74.89,20.78562030886613,1.101503808408958,13.02649250634888,2.7494524973621917
8.48,1.38,187,0.76,423,32.21,5.76,17.44,19.62802249568779,1.5767169804431802,23.502471198930216,2.7526612968723603
8.49,1.08,187,0.46,884,30.51,8.2,34.88,6.263877566374061,2.651471997327565,27.848127941128187,0.24016385088344033
7.36,3.04,279,0.86,142,22.65,5.22,83.1,4.184213338622572,1.5360914803965477,2.7087034871923357,2.3282765307980107
7.1,1.28,462,0.62,304,16.47,8.12,98.49,16.0805729561939,2.147618184472776,12.2529797045099,1.8438154168943723
7.49,5.67,443,0.46,546,32.09,6.62,18.47,22.3120861401493,2.998953338267276,3.206585463399659,1.8466642908697315
7.29,1.06,257,0.6,446,18.17,8.08,18.98,13.40663314303292,0.47526312130108617,0.6225417267409487,0.4142457974565576
7.52,5.93,374,0.38,523,28.81,8.66,14.88,13.761543278330604,0.8949633697721922,20.55049010687182,1.8545165793900031
7.49,0.75,240,0.76,622,35.97,9.3,37.96,6.791500338480791,1.246107901501104,18.719663262347897,2.771651922459444
7.82,0.36,220,0.3,534,31.68,7.6,32.32,18.490881103287293,1.325956563118776,5.145660425741835,2.5766192519288733
7.77,0.84,208,0.76,194,22.36,8.12,22.57,4.570345590524808,1.2942917505280493,7.3324784142447506,1.2720006238213875
7.64,0.61,393,1.22,203,23.88,5.38,17.44,7.8359337500614235,2.749300237490706,0.8423325100791728,0.17025640626962035
7.53,0.51,254,1.04,862,29.87,5.72,42.58,10.26793088293236,2.182115648287889,25.90151918390013,1.0599300324005652
7.66,0.44,254,0.36,517,34.7,9.96,24.11,12.231888050558474,1.8711622772857621,30.218192511939755,2.3408372600175325
8.42,0.49,196,0.66,196,25.59,6.72,24.11,5.893592604720417,0.9964620633379515,4.294345091587999,1.9961375200438582
7.72,0.44,197,0.36,472,36.42,8.12,46.17,2.8446001112669643,2.5037058257683933,7.2602693532100595,1.3277884894393197
7.95,0.63,175,0.56,379,27.89,9.32,17.95,14.693819014355018,2.8883272986510176,26.935170194720794,0.2120802370383738
8.05,0.88,268,0.96,362,23.99,6.84,69.76,6.9982702224421125,2.4961109678721636,28.72846671886655,1.2382294487923151
7.43,0.67,246,0.3,269,31.22,8.88,15.39,13.991593492000431,0.0945857582110156,13.07228985490237,1.3545088336213584
7.76,0.42,334,0.3,409,16.75,8.2,19.49,3.7892688950534352,1.9546560146373828,1.6737281683916998,2.622813270787815
7.65,1.9,318,0.5,391,35.99,5.3,18.98,11.599248434330137,0.23982666762535512,1.3268137427711915,1.82939764588676
7.57,0.45,296,0.62,246,19.26,6.6,17.95,12.828887437982901,0.8447891555778051,17.839311362871733,0.9201620499668308
7.25,0.97,367,0.69,935,22.29,9.76,32.83,1.338582530056003,0.264407372018971,12.2465299137103,1.509878409883991
7.66,0.49,287,0.36,516,20.82,5.5,18.98,8.144842248834701,1.8591206771417064,0.9950734878737479,0.24231264958916177
7.48,2.02,181,0.38,306,35.33,5.2,41.04,3.3125107788414843,2.1017084465333378,18.12666639853488,2.7442883303932737
7.88,0.51,227,0.52,477,27.56,6.38,40.01,1.614661794299149,0.425448779533102,0.4591353552349041,1.0537653293288036
8.55,1.76,268,0.74,271,11.65,6.14,53.86,23.760049554119693,1.21464792732179,24.431919787231042,1.3789138995602548
7.18,2.77,328,0.7,737,23.0,5.36,86.18,7.804256894895878,1.4267729712397383,9.575709893307147,1.0405837688939064
7.93,0.57,278,0.64,356,33.86,7.24,84.13,19.455999255925775,1.1713253537594857,1.3535697129551798,1.9437323751207123
7.88,1.26,537,0.68,228,34.95,8.34,53.86,6.185911648853955,0.4446032514216156,18.284200106169607,1.8877607569896766
7.45,0.92,279,1.1,427,28.1,9.94,26.21,16.38791506115191,1.3175170252493031,12.39447156183706,2.0342895770604144
7.65,1.47,329,0.46,578,28.89,6.04,21.03,18.26944585136351,2.290951680078665,30.19069476860235,0.8000753137289014
7.5,0.86,287,0.6,918,32.55,14.98,78.48,14.335765900527477,0.29805245708243855,16.92029668473936,0.9312450080128221
8.06,0.53,211,0.28,513,22.21,6.32,23.08,11.370670906348783,0.3249274412599771,8.612138302233186,0.40569339782553393
7.82,0.32,290,1.2,899,30.23,5.66,54.37,9.942997848119717,1.1294798850794339,22.02456652854348,1.8692075222952707
7.3,0.81,364,0.56,679,26.96,12.68,24.62,8.437951570377587,2.8492563350434503,8.496387958544352,0.169840071446401
7.95,0.51,264,0.82,546,11.91,9.76,79.0,22.315746547523037,2.0489178548981384,28.042075271579687,1.709603246044747
8.05,0.45,329,0.56,301,14.09,6.28,21.03,19.951803846126726,2.078502973050615,11.685161668972858,2.4603606421905093
7.78,0.44,276,0.4,312,19.7,7.76,41.65,23.16414316492965,1.1504255731549444,17.09543990415698,2.5186967292793883
8.58,0.67,282,1.04,202,30.13,6.38,17.95,3.070703641304519,1.8294261182410179,1.6722031771304295,1.2993442186210942
7.17,1.58,287,0.56,435,25.91,7.88,79.0,17.5677326573671,0.1196843692012881,13.27288504034441,1.3276781794680836
8.07,0.9,205,1.22,311,23.18,3.56,33.86,22.526336918022803,1.9537614159799588,25.821709740128135,0.2724349451021279
7.62,0.47,205,0.38,273,38.64,9.82,65.66,4.431470281359277,2.7659307563983737,24.996491597673632,1.9113114702227785
7.84,0.44,273,0.55,340,14.85,4.45,94.87,1.6892607900659822,1.8848402622503204,7.039200282985426,2.3266760002290536
7.64,0.73,281,0.36,396,36.76,6.48,26.16,17.81278351803241,2.649936878856391,7.093582503516282,0.735247950709008
7.34,2.01,401,0.48,395,33.31,5.42,53.86,13.829907404999894,2.2112410525156547,25.356561094266883,1.2227904333080863
7.79,3.44,212,0.22,220,14.7,10.44,22.57,20.219707764522703,0.4432361600628124,28.850007199030465,2.375196569472146
7.44,2.41,227,0.22,543,19.47,7.87,90.79,3.4405598013683187,2.734188190347516,3.0556988581230797,2.480852490747915
7.45,0.97,343,0.64,616,13.55,8.82,77.46,19.106888753451376,0.2846804639624204,14.012311371876098,0.7311767455292635
7.66,0.58,162,0.28,482,23.45,9.26,35.91,4.918892949141093,1.654524694564948,10.533962677205032,1.5795749513341653
7.79,0.63,231,0.22,182,29.75,8.77,53.35,4.011377034490337,0.506461772714831,27.0055663890803,0.5912810957548826
7.58,1.22,278,0.4,660,28.51,3.52,69.25,4.025952570550731,0.1243003694415489,2.6900846144657797,0.34118538902517603
7.73,1.04,270,0.36,438,27.52,6.84,65.15,19.568335813530034,1.3265603821739824,6.631680365617776,2.5746925838418027
7.71,1.82,262,1.02,263,34.72,5.86,66.17,15.998213574639182,0.9544692734266778,23.35374694804681,2.3246007116806213
7.81,0.61,386,0.24,755,23.61,6.82,27.19,12.60126365198195,1.513981446826977,1.6944669950297495,2.1576963289767597
7.72,0.98,668,0.75,620,16.68,6.48,40.01,8.676048570551709,1.781195668132234,15.324417910264396,0.19459503992426755
7.74,0.35,332,0.78,282,23.15,4.02,81.56,21.065092925433287,0.21815548186521577,13.76668630125655,2.3886914678803106
7.21,1.14,350,1.38,720,25.13,7.28,70.28,9.479438067400984,0.4503996547125747,10.439652418962446,1.2690016494988592
7.51,0.59,394,0.42,550,11.57,4.24,63.61,19.616726603370694,1.7268222215997464,12.298338820201556,1.0050105402965726
7.81,0.92,188,0.3,558,16.83,8.38,68.74,10.595324314828218,1.0954803447958887,16.479864730274894,1.568274756430039
7.31,0.65,296,0.66,270,36.27,4.3,60.53,9.10897186325529,2.2264783185198826,5.094637700617155,0.31213494991701407
8.26,0.74,262,0.4,265,29.1,7.87,74.89,11.158046877503592,2.001214530374383,17.77895268018018,2.1483444762126207
7.76,0.42,282,0.2,384,22.87,4.38,81.56,7.302931192522995,2.567620783560427,24.98980465207658,1.6675208122116965
7.9,1.61,287,0.34,233,35.51,3.6,75.92,17.967864186212402,2.11900398214083,23.591371121218014,0.5749886673699423
7.91,0.46,246,0.51,237,17.56,6.98,87.2,12.115017323210251,1.3496980567531343,4.86396805599067,0.5795208713625657
7.16,1.13,198,0.68,223,28.94,3.48,35.91,5.649883414008933,2.061792203615687,4.72031612031413,0.5685262783405809
7.35,0.84,665,0.5,725,26.75,5.77,54.89,21.599832301262186,0.8968668405683763,8.393906219640373,0.2173265896433378
7.85,0.96,292,1.2,417,36.02,10.61,64.12,9.275000190819751,0.9874985514201632,11.263598296674639,1.6823237202658499
7.62,3.93,245,0.44,573,21.0,6.39,29.75,13.090913380624325,2.4017265185679246,12.727192909708027,2.3793609701442824
7.79,0.26,317,0.84,163,23.27,8.37,12.31,21.764683452052672,1.398009183056636,21.105847027982037,0.10829507060519253
7.48,0.62,285,0.5,544,15.51,6.74,64.63,15.01928810234441,2.429254397718773,1.8608585496026557,0.195252820120715
7.75,1.35,295,0.62,438,31.6,4.18,79.51,2.893863172929901,2.499697554848056,1.1810398335431909,1.6408459636559702
7.26,0.45,502,0.28,188,10.87,4.3,58.48,22.561987754362054,2.6026576493475613,12.21611728933735,2.3218080916655044
7.34,0.21,648,0.78,573,13.63,6.27,83.61,15.102222468406886,2.7757412410147375,21.645386450142215,0.9617993379694287
7.49,0.8,312,0.34,208,26.55,3.76,44.63,8.104244190304357,1.352786696103958,6.085217743925747,1.0249357407093131
7.41,0.61,304,0.26,786,31.88,6.94,83.1,3.4286025366549553,1.024279777680937,19.926073426005615,1.7059163330911016
7.62,2.71,262,1.02,347,32.27,6.24,62.58,19.077202023560073,1.7958423275207538,8.13609118097585,0.8168275739826456
7.56,1.68,274,0.76,660,28.18,7.16,15.39,14.919738866691471,1.177535200672249,27.48119990124952,0.1334390903744082
8.63,0.67,304,0.58,187,30.24,5.42,13.34,12.849720098234084,1.8511473087246828,27.777862378395785,2.089230709960405
7.66,2.44,209,0.2,786,29.29,5.66,71.81,21.464032734917886,2.157366577546406,9.293201740250176,1.7867937597184105
7.24,0.48,207,0.36,159,19.37,5.92,63.09,18.947473348266286,2.107026704181961,7.2145070599245,1.6628865573936191
7.34,1.27,274,0.46,195,35.06,7.48,81.05,3.725029625612753,1.1874399589689557,12.815179697125883,2.107048196017432
7.55,1.09,213,0.54,169,37.13,4.76,63.09,7.550157420313602,0.5789003909773458,7.540020666214795,1.9236371116712234
7.74,0.68,419,0.35,505,18.4,7.56,47.19,6.038890441565731,1.3514509616942683,20.879936919280727,0.6282342873721662
7.35,0.52,300,0.94,161,29.77,6.86,88.74,17.88031639248698,0.5078008421599927,25.627138105696538,1.0328476895636491
7.55,1.51,312,0.76,631,30.01,8.5,72.84,0.9014251901851271,2.6979843130885586,20.901815923847494,0.40806399103300495
7.55,0.61,646,1.3,995,22.69,4.3,80.02,13.720363468424464,1.1034209599619222,25.574185315532404,0.41840535703335163
7.46,0.24,386,0.28,512,17.67,3.94,73.87,18.322762589202505,0.5425670593643387,12.373087890588875,1.9263002599440482
7.53,0.42,278,0.71,453,18.27,7.0,91.82,21.054698718605813,0.16456193652385007,4.938631225196712,2.4297362952716948
7.66,0.61,336,0.61,628,39.29,6.4,56.43,8.275753794310187,1.982259591819399,22.905304765111623,2.7171419314567435
7.24,0.66,383,0.64,341,21.68,3.84,80.53,19.728049581661107,1.9561237901423978,11.245057463822599,1.7942380444364665
7.91,0.38,315,0.76,285,30.74,4.18,79.0,2.744098513229453,1.0879702080831846,20.845555791327904,0.5681196524762413
7.64,0.97,365,0.84,465,17.19,5.76,14.88,20.330209772454985,0.30011583432361744,8.47019136781674,0.35159495343904873
7.69,1.18,301,0.3,446,28.86,7.18,35.91,3.14697902973438,1.2902126620430299,2.6191834191781185,2.3034686814414513
7.34,1.63,296,0.54,391,36.28,6.86,35.91,9.595166244392777,1.0018672605357433,30.770851662617012,1.6573678747535978
7.16,1.87,210,0.88,519,20.94,5.16,77.46,19.155359242131333,2.0739634744235773,4.9350645799762125,1.7664666579978667
7.76,0.52,216,0.76,603,23.66,7.42,24.11,3.683026513635693,1.8649332008963828,30.64232450353193,2.2168353649629973
7.63,1.98,266,0.76,637,31.3,8.14,23.6,5.5791083460601305,1.1582596236187923,30.298177116977556,2.001045148541566
8.05,1.8,262,0.72,429,29.16,6.62,23.08,17.361836384594284,0.728425183967121,24.631041229719344,2.3631047778828265
7.92,0.68,263,0.6,496,28.51,5.56,43.6,17.308873223451176,2.9849453808358843,20.479575298712906,0.21515037906926457
7.5,7.63,224,1.02,388,21.19,9.38,21.54,15.423428425958605,1.4202247501046168,17.958459782256007,2.123156957420353
7.5,1.14,305,0.38,376,32.37,8.3,26.67,16.68536782276369,2.1066435108360944,26.863876736721313,2.4083536102089833
8.17,1.16,215,0.34,426,24.17,6.4,17.95,13.071114196007548,0.5018201950045971,9.050786822825982,0.8497327171849476
7.62,0.8,234,0.88,274,37.01,7.46,21.54,6.11799750787617,1.5127778200020356,14.556672653657852,1.8276344762213779
8.22,0.59,201,0.46,551,24.32,5.08,14.88,8.362134244743674,0.17068258921753388,19.242956153731246,0.9270872961900429
8.09,0.3,258,0.46,274,13.6,7.12,28.43,4.440185431554073,1.5709834954776185,12.81167379960858,2.704000143491573
7.89,1.74,241,0.5,789,31.05,9.44,21.54,21.811968415873718,2.914571002854868,13.315056566848378,0.15224905992199037
7.59,3.9,344,0.88,407,33.36,6.99,83.26,14.043063894910278,1.2157256690483949,10.312493379139386,1.660228248978956
7.84,1.88,177,0.66,622,32.77,9.18,21.03,9.680348860650993,0.20425831684449097,17.539120817385317,0.5195497898566617
8.07,0.91,364,0.38,411,33.67,7.68,22.57,11.14193870709477,0.18070046739367654,26.384247170386935,2.025727766288958
7.94,0.18,249,0.7,870,27.89,6.66,16.41,22.740071816722388,1.2268012066443277,6.335211596615005,0.5454571822355073
7.86,0.86,219,0.36,409,27.51,5.06,17.95,3.7650985344743164,0.5588730638371586,28.974636567093807,0.7096578028394669
7.61,1.19,217,0.54,438,31.5,8.3,32.32,14.110892985201453,0.15842164224158473,21.395917624282813,1.4244634384862922
8.03,1.07,340,0.6,591,19.83,6.84,55.91,12.190739425338736,2.305705888874018,25.540909539686133,2.5849444619913835
8.22,0.59,225,0.4,314,23.17,9.46,17.44,14.713756226888082,1.4334724160239398,17.29073049534106,0.6443316671283994
7.69,1.27,387,0.48,453,24.61,8.9,23.6,0.5328333933180881,0.9374871818798778,24.18927090698932,0.4581024582859657
7.51,0.77,325,0.62,546,31.83,5.42,36.42,20.94376142376522,2.7272437262382887,0.6104302738161421,2.1547760559171243
7.79,1.22,282,0.3,607,33.07,7.34,62.07,22.377626951358337,0.4302871533875401,25.38977132143984,1.4417099092416494
7.79,1.53,183,0.42,371,32.34,6.2,29.24,13.606683087782093,2.8908421688390855,1.349889357146972,2.5765269101736887
7.5,0.66,266,0.6,488,15.86,6.18,33.34,16.749954690657724,1.0099224819156438,27.599424195848822,0.4646561777611647
7.64,0.58,263,1.04,831,25.67,6.38,24.11,22.147735210137366,2.693022759864436,30.751729262201692,1.8427609847435884
7.35,0.73,356,1.08,523,31.7,6.38,53.86,17.003003360090226,1.8566226280848226,9.193743906640666,0.7027464433790094
7.93,0.39,373,0.36,293,25.99,6.3,26.16,3.7456831256508463,2.512252564042558,6.606740203668166,0.49265878307852445
8.46,0.54,254,0.46,348,26.17,7.16,36.42,13.873291807986833,2.9731585682066606,23.752074309574876,1.9462651858340665
